,text,likes,retweets,replies,Year,lemmatized,polarity,subjectivity,polarity_text
45764,Weekend deal on Nokia smartphone/phone accessories in India continues. Up to 30% off https://nokiapoweruser.com/weekend-deal-on-nokia-smartphone-phone-accessories-in-india-continues-up-to-30-off/ …pic.twitter.com/EH5OztVNGQ,26,1,1,2019,weekend deal nokia smartphone phone accessory india continues up 30 off nokiapoweruser com weekend deal nokia smartphone phone accessory india continues up 30 off pic twitter com eh5oztvngq,0.0,0.0,neutral
45856,"Nokia 6.1 Price in India Slashed, Now Starts at Rs. 6,999
https://gadgets.ndtv.com/mobiles/news/nokia-6-1-price-in-india-cut-rs-6999-specifications-hmd-global-2065262 …",25,6,0,2019,nokia 6 1 price india slashed now start at r 6 999 gadget ndtv com mobile news nokia 6 1 price india cut r 6999 specification hmd global 2065262,0.0,0.0,neutral
45917,TV host Osher Gunsberg says MPs pushing coal-fired power are like Nokia saying 'the 3210 is the only phone we'll ever need'. https://ab.co/2ShWraR  (via @QandA),30,7,3,2020,tv host osher gunsberg say mp pushing coal fired power are like nokia 3210 only phone we ll ever need ab co 2shwrar qanda,0.0,1.0,neutral
45944,The Chinese embassy in France expresses concerns about  Nokia and Ericsson over Huawei https://nokiamob.net/2020/02/10/the-chinese-embassy-in-france-expresses-concerns-about-nokia-and-ericsson-over-huawei/ …pic.twitter.com/1SSOOEZrHO,44,6,1,2020,chinese embassy france express concern about nokia ericsson over huawei nokiamob net 2020 02 10 chinese embassy france express concern about nokia ericsson over huawei pic twitter com 1ssooezrho,0.0,0.0,neutral
45970,"Some sunset that! 
@NokiaMobile
@nokia
#ShotOnNokia
#Nokia7.1pic.twitter.com/fuOv59g9WD",34,0,1,2020,some sunset that nokiamobile nokia shotonnokia nokia7 1pic twitter com fuov59g9wd,0.0,0.0,neutral
46067,"You know how Larry King tweets by opening up his nokia flip phone, leaving a voicemail in a box that is checked by one of his assistants, who then dictates it and tweets for him? I fantasize about living like that every day.",84,9,4,2020,you know how larry king tweet by opening up his nokia flip phone leaving voicemail box that checked by one his assistant who then dictate tweet him fantasize about living like that every day,0.0,0.0,neutral
46130,"Nokia 8.1, 7.1, 6.1 Plus, 7 Plus users confirm Airtel Wi-Fi calling on their smartphones https://nokiapoweruser.com/nokia-8-1-6-1-plus-7-1-plus-users-confirm-airtel-wi-fi-calling-on-their-smartphones/ …pic.twitter.com/ekXEd7rcNz",49,3,1,2020,nokia 8 1 7 1 6 1 plus 7 plus user confirm airtel wi fi calling their smartphones nokiapoweruser com nokia 8 1 6 1 plus 7 1 plus user confirm airtel wi fi calling their smartphones pic twitter com ekxed7rcnz,0.0,0.0,neutral
46135,Iphone/Android                Nokia 3310 pic.twitter.com/tnYhOxyCTO,238,89,18,2020,iphone android nokia 3310 pic twitter com tnyhoxycto,0.0,0.0,neutral
46267,"Balance!(shot on nokia).
@nokia @NokiaMobile @NokiamobileIN
@AudiPhotography @Lightroom @getpeppednowpic.twitter.com/8D97gjFtB4",64,2,2,2020,balance shot nokia nokia nokiamobile nokiamobilein audiphotography lightroom getpeppednowpic twitter com 8d97gjftb4,0.0,0.0,neutral
46305,"Nokia fossil Found 

89% battery still left  pic.twitter.com/BcDCZszQSP",45,14,2,2020,nokia fossil found 89 battery left pic twitter com bcdczszqsp,0.0,0.0,neutral
46316,"Is this What the Nokia N9 Would Look Like in 2020?
#nokia #news #mobile #2020 #mwc2020 https://www.gizchina.com/2020/02/10/nokia-n9-2020-fan-made-renders/ …pic.twitter.com/GoujyDRiE4",25,6,3,2020,this what nokia n9 would look like 2020 nokia news mobile 2020 mwc2020 gizchina com 2020 02 10 nokia n9 2020 fan made render pic twitter com goujydrie4,0.0,0.0,neutral
46589,Nokia 4.2 and Nokia 7.2 get the December 2019 update https://nokiamob.net/2019/12/17/nokia-4-2-and-nokia-7-2-get-the-december-2019-update/ …pic.twitter.com/xCrRnSZpKg,122,7,3,2019,nokia 4 2 nokia 7 2 get december 2019 update nokiamob net 2019 12 17 nokia 4 2 nokia 7 2 get december 2019 update pic twitter com xcrrnszpkg,0.0,0.0,neutral
46708,So here it is. Debian running on a Nokia 8110 4G. #linux #nokia #debian #linuxonandroid #kaiOS #androidpic.twitter.com/KTmnKQjIMo,66,19,6,2019,so here debian running nokia 8110 4g linux nokia debian linuxonandroid kaios androidpic twitter com ktmnkqjimo,0.0,0.0,neutral
46725,"Nokia 7.2, 2.2 and 2.1 gets December 2019 security patch update https://nokiafanss.in/nokia-7-2-2-2-and-2-1-gets-december-2019-security-patch-update/ …",47,3,2,2019,nokia 7 2 2 2 2 1 get december 2019 security patch update nokiafanss nokia 7 2 2 2 2 1 get december 2019 security patch update,0.0,0.0,neutral
46974,Nokia 7.2 receiving December Security update 2019 now http://nokiapoweruser.com/nokia-7-2-receiving-december-security-update-2019-now/ …pic.twitter.com/y5maXCwptZ,69,6,4,2019,nokia 7 2 receiving december security update 2019 now nokiapoweruser com nokia 7 2 receiving december security update 2019 now pic twitter com y5maxcwptz,0.0,0.0,neutral
47009,"Nothing wey I no go see or hear on Twitter

So Apple being Apple released iPhone 6 ten years ago 

And 

Apple being Nokia wants to release another iPhone 6 this month 

Jeez",136,10,1,2019,nothing wey no see or hear twitter so apple being apple released iphone 6 ten year ago apple being nokia want release another iphone 6 this month jeez,0.0,0.0,neutral
47021,Your woman cheat on u for once p3 and u are shaking like Nokia 3310 vibration... Chairman relax kroaa na Shatta sef dem dey eat en woman #FreeBonto on regular basis ,78,6,0,2019,your woman cheat once p3 are shaking like nokia 3310 vibration chairman relax kroaa na shatta sef dem dey eat en woman freebonto regular basis,0.0,0.07692307692307693,neutral
47083,"did you know you can set your nintendo switch's publicly visible device name to ""Nokia N-Gage 2"" and nobody can stop you",20,5,2,2019,did you know you can set your nintendo switch publicly visible device name nokia n gage 2 nobody can stop you,0.0,0.06666666666666667,neutral
47228,"These Nokia budget phones will bring connectivity to global users
https://cnet.co/2YdJj6d ",82,20,4,2019,these nokia budget phone will bring connectivity global user cnet co 2ydjj6d,0.0,0.0,neutral
47351,Nokia 7.1 is compatible with Verizon Wireless https://nokiamob.net/2019/07/24/nokia-7-1-is-compatible-with-verizon-wireless/ …pic.twitter.com/OwslyN6O7H,32,2,0,2019,nokia 7 1 compatible with verizon wireless nokiamob net 2019 07 24 nokia 7 1 compatible with verizon wireless pic twitter com owslyn6o7h,0.0,0.0,neutral
47550,Post-war serialism might be construed as being the Nokia ring tone.,20,5,0,2019,post war serialism might be construed a being nokia ring tone,0.0,0.0,neutral
47641,"HMD Global announced Nokia 220 4G and Nokia 105 feature phones, pricing starts at approx 999 INR http://www.gadgetdiary.com/hmd-global-announced-nokia-220-4g-and-nokia-105-feature-phones-pricing-starts-at-approx-999-inr.html … @gadget_diary",34,22,13,2019,hmd global announced nokia 220 4g nokia 105 feature phone pricing start at approx 999 inr gadgetdiary com hmd global announced nokia 220 4g nokia 105 feature phone pricing start at approx 999 inr gadget_diary,0.0,0.0,neutral
47643,Nokia 220 4G and Nokia 105 affordable featurephones unveiled http://dlvr.it/R90d1M ,49,9,0,2019,nokia 220 4g nokia 105 affordable featurephones unveiled dlvr r90d1m,0.0,0.0,neutral
47692,"Mr.David Nyland, Group CEO,  Ms.Birgit Troy, Group CFO of @Velocix solutions India LLP (Nokia Group) visited STPI-Chennai premises for understanding the #STPIINDIA facilities. Dr.Sanjay Tyagi, Director,STPI-C explained the functions of STPI and key services/schemes @Omkar_Raiipic.twitter.com/fVXyGhlsYT",121,92,0,2019,mr david nyland group ceo m birgit troy group cfo velocix solution india llp nokia group visited stpi chennai premise understanding stpiindia facility dr sanjay tyagi director stpi c explained function stpi key service scheme omkar_raiipic twitter com fvxyghlsyt,0.0,1.0,neutral
47776,"Seventeen      NOKIA
        connecting people
@pledis_17 #SEVENTEEN #MGMAVOTEpic.twitter.com/qNaW63iUPL",733,582,5,2019,seventeen nokia connecting people pledis_17 seventeen mgmavotepic twitter com qnaw63iupl,0.0,0.0,neutral
47943,Isn’t that how people who had a Nokia  used to text?,124,8,2,2019,isn t that how people who had nokia used text,0.0,0.0,neutral
48104,"English: how did you know I told him to knock your head

Pidgin: how you TECNO say ITEL am to NOKIA head",22,12,4,2019,english how did you know told him knock your head pidgin how you tecno say itel am nokia head,0.0,0.0,neutral
48128,What to know about #5G? Our @stavares21 and @tnkgrl of Mobile Tech Podcast share their views with @ABC's @cathythorbecke.https://nokia.ly/2Mc1l4W ,70,13,4,2019,what know about 5g our stavares21 tnkgrl mobile tech podcast share their view with abc cathythorbecke nokia 2mc1l4w,0.0,0.0,neutral
48158,"Nokia 7.2 discounted to 17999 at Amazon, Nokia 8.1 to 14499 at Flipkart https://nokiapoweruser.com/nokia-7-2-discounted-to-17999-at-amazon-nokia-8-1-to-14499-at-flipkart/ …pic.twitter.com/grPG2fnm9d",73,5,5,2019,nokia 7 2 discounted 17999 at amazon nokia 8 1 14499 at flipkart nokiapoweruser com nokia 7 2 discounted 17999 at amazon nokia 8 1 14499 at flipkart pic twitter com grpg2fnm9d,0.0,0.0,neutral
48182,"Discount : Nokia 5.1 Plus is still selling at Rs.6,999 on Flipkart India https://nokiafanss.in/discount-nokia-5-1-plus-is-still-selling-at-rs-6999-on-flipkart-india/ …",31,1,1,2019,discount nokia 5 1 plus selling at r 6 999 flipkart india nokiafanss discount nokia 5 1 plus selling at r 6999 flipkart india,0.0,0.0,neutral
48264,"Nokia 7.2 performance (Basic, browsing, gaming) review, comparison vs Nokia 8.1 https://nokiapoweruser.com/nokia-7-2-performance-basic-browsing-gaming-review-comparison-vs-nokia-8-1/ …pic.twitter.com/B0bSxAn50x",56,5,2,2019,nokia 7 2 performance basic browsing gaming review comparison v nokia 8 1 nokiapoweruser com nokia 7 2 performance basic browsing gaming review comparison v nokia 8 1 pic twitter com b0bsxan50x,0.0,0.125,neutral
48333,"English: how did you know I told him to knock ur head

Pidgin: how you TECNO say ITEL am to NOKIA head ",246,81,21,2019,english how did you know told him knock ur head pidgin how you tecno say itel am nokia head,0.0,0.0,neutral
48360,"Don't Buy Nokia 7.2 Before Watching This Video | Nokia 7.2 Review after 2 Weeks

Video: https://youtu.be/AbT-bto3Z1c 

Kaisa laga Nokia 7.2 :) pic.twitter.com/w0M1OJ6Pf0",110,38,16,2019,don t buy nokia 7 2 before watching this video nokia 7 2 review after 2 week video youtu be abt bto3z1c kaisa laga nokia 7 2 pic twitter com w0m1oj6pf0,0.0,0.0,neutral
48487,"Guess who else showed up to the wedding along with @HillaryClinton  Rajeev Suri, the president and CEO of @nokia
https://www.in.com/business/isha-ambani-anand-piramal-wedding-global-business-leaders-arrive-in-udaipur-for-celebrations-260311.htm …
#TheMoreYouKnow
#NWO
#Nokia
#BoyCottNokia
#MarkOfTheBeast",30,48,7,2019,guess who else showed up wedding along with hillaryclinton rajeev suri president ceo nokia com business isha ambani anand piramal wedding global business leader arrive udaipur celebration 260311 htm themoreyouknow nwo nokia boycottnokia markofthebeast,0.0,0.0,neutral
48537,"Nokiamobile slashed prices of Nokia 6.1 Plus (6GB RAM), Nokia 2.1 and Nokia 1 in India https://nokiamob.net/2019/04/05/nokiamobile-slashed-prices-of-nokia-6-1-plus-6gb-ram-nokia-2-1-and-nokia-1-in-india/ … via @nokiamobblog",49,3,0,2019,nokiamobile slashed price nokia 6 1 plus 6gb ram nokia 2 1 nokia 1 india nokiamob net 2019 04 05 nokiamobile slashed price nokia 6 1 plus 6gb ram nokia 2 1 nokia 1 india nokiamobblog,0.0,0.0,neutral
48553,"#Soros acquired #Lucent through #Nokia in 2016, in order to move the “#Beast” chip forward in the EU!

@nokia uses the #BeastChips in all products!

Are you awake yet?

#NWO
#China
#LucisTrust
#MarkOfTheBeast
#Pizzagate #Pedogate #QAnon #GreatAwakening 
#BoyCottNokiapic.twitter.com/ZsMtLZHOaz",73,94,5,2019,soros acquired lucent through nokia 2016 order move beast chip forward eu nokia us beastchips all product are you awake yet nwo china lucistrust markofthebeast pizzagate pedogate qanon greatawakening boycottnokiapic twitter com zsmtlzhoaz,0.0,0.0,neutral
48555,Nokia 9 PureView review http://dlvr.it/R2Ff9Q ,63,7,2,2019,nokia 9 pureview review dlvr r2ff9q,0.0,0.0,neutral
48686,Nokia X71 variants TA-1167 & TA-1172 pass Bluetooth & Wi-Fi certifications https://nokiapoweruser.com/nokia-x71-variants-ta-1167-ta-1172-pass-bluetooth-wi-fi-certifications/ …pic.twitter.com/o4S16REJss,51,4,1,2019,nokia x71 variant ta 1167 ta 1172 pas bluetooth wi fi certification nokiapoweruser com nokia x71 variant ta 1167 ta 1172 pas bluetooth wi fi certification pic twitter com o4s16rejss,0.0,0.0,neutral
48692,"I don't understand why people always unsend their msg in ig. Babe come on la, I got my notification bar you know? I'm not using Nokia .",37,8,0,2019,don t understand why people always unsend their msg ig babe come la got my notification bar you know m not using nokia,0.0,0.0,neutral
48825,"RT this post : HMD Global Ne Nokia Ke inn Sabhi Phones Mein kiya Price Cut Ka Announcement, https://sharmajiinfinity.com/hmd-global-ne-nokia-ke-inn-sabhi-phones-mein-kiya-price-cut-ka-announcement/ …",145,24,8,2019,rt this post hmd global ne nokia ke inn sabhi phone mein kiya price cut ka announcement sharmajiinfinity com hmd global ne nokia ke inn sabhi phone mein kiya price cut ka announcement,0.0,0.0,neutral
48830,"Seems like Russian fighter planes are like Nokia 3310, without Camera. India would have released the Imagery/Video of F-16 been Hit. Sigh no Camera's in Indian Jets.",28,1,1,2019,seems like russian fighter plane are like nokia 3310 without camera india would have released imagery video f 16 been hit sigh no camera indian jet,0.0,0.0,neutral
48837,Shot with the Nokia 6.1  edited with:#snapseed #SriLanka #fort @NokiamobBlog @NokiaMobile @sarvikas @nokia pic.twitter.com/zjhUWKb5ak,32,1,0,2019,shot with nokia 6 1 edited with snapseed srilanka fort nokiamobblog nokiamobile sarvikas nokia pic twitter com zjhuwkb5ak,0.0,0.0,neutral
48960,"Nokia 1, Nokia 2.1 and Nokia 6.1 Plus 6GB ఫోన్స్ ధరలు తగ్గాయి http://telugu.prasadtechintelugu.com/nokia-1-nokia-2-1-and-nokia-6-1-plus-6gb-%e0%b0%ab%e0%b1%8b%e0%b0%a8%e0%b1%8d%e0%b0%b8%e0%b1%8d-%e0%b0%a7%e0%b0%b0%e0%b0%b2%e0%b1%81-%e0%b0%a4%e0%b0%97%e0%b1%8d%e0%b0%97%e0%b0%be%e0%b0%af%e0%b0%bf/ … via",140,7,6,2019,nokia 1 nokia 2 1 nokia 6 1 plus 6gb ఫ న స ధరల తగ గ య telugu prasadtechintelugu com nokia 1 nokia 2 1 nokia 6 1 plus 6gb e0 b0 ab e0 b1 8b e0 b0 a8 e0 b1 8d e0 b0 b8 e0 b1 8d e0 b0 a7 e0 b0 b0 e0 b0 b2 e0 b1 81 e0 b0 a4 e0 b0 97 e0 b1 8d e0 b0 97 e0 b0 be e0 b0 af e0 b0 bf,0.0,0.0,neutral
49127,Nokia and Ericsson to work on 6G with SK telecom https://nokiamob.net/2019/06/17/nokia-and-ericsson-to-work-on-6g-with-sk-telecom/ …pic.twitter.com/q5YMk39Qm6,48,5,1,2019,nokia ericsson work 6g with sk telecom nokiamob net 2019 06 17 nokia ericsson work 6g with sk telecom pic twitter com q5ymk39qm6,0.0,0.0,neutral
49193,Sunrise in Niagara falls using Nokia 8  @NokiaMobile @NokiamobBlog @sarvikas @Nokiapoweruser #sunrise #NiagaraFalls #Canada #nokia8 . Edited in Snapseed for brightnesspic.twitter.com/J3v7y1sZqV,73,3,0,2019,sunrise niagara fall using nokia 8 nokiamobile nokiamobblog sarvikas nokiapoweruser sunrise niagarafalls canada nokia8 edited snapseed brightnesspic twitter com j3v7y1szqv,0.0,0.0,neutral
49347,Programming ring tones into your Nokia.,61,0,2,2019,programming ring tone into your nokia,0.0,0.0,neutral
49383,Official Nokia Security+OS update tracker updated (June 17) with May & June Security update details https://nokiapoweruser.com/official-nokia-securityos-update-tracker-updated-june-17-with-may-june-security-update-details/ …pic.twitter.com/5ydBWeBt6f,52,2,2,2019,official nokia security o update tracker updated june 17 with may june security update detail nokiapoweruser com official nokia securityos update tracker updated june 17 with may june security update detail pic twitter com 5ydbwebt6f,0.0,0.0,neutral
49490,SK Telecom partners with Nokia and Ericsson on 6G R&D http://dlvr.it/R6mDgh ,20,3,0,2019,sk telecom partner with nokia ericsson 6g r d dlvr r6mdgh,0.0,0.0,neutral
49523,How to unlock the Nokia 2.1 bootloader https://www.xda-developers.com/unlock-nokia-2-1-bootloader/ …pic.twitter.com/6SgpXXz05b,61,6,2,2019,how unlock nokia 2 1 bootloader xda developer com unlock nokia 2 1 bootloader pic twitter com 6sgpxxz05b,0.0,0.0,neutral
49533,"Google's CEO is Indian
Nokia's CEO is Indian
Adobe's CEO is Indian
MasterCard's CEO is Indian
Microsoft's CEO is Indian



Meanwhile everybody's focused on China.",60,12,2,2019,google ceo indian nokia ceo indian adobe ceo indian mastercard ceo indian microsoft ceo indian meanwhile everybody focused china,0.0,0.0,neutral
49567,@sarvikas @NokiaFanss @nokia_anew @Nokiapoweruser @mehta_ajey @0prayash0 @NokiaFanPak @NokiaMobile @NokiamobileIN @nokianesia @NokianChetan # shot on Nokia 8.1 pic.twitter.com/vFxQgnZ0Tm,31,4,2,2019,sarvikas nokiafanss nokia_anew nokiapoweruser mehta_ajey 0prayash0 nokiafanpak nokiamobile nokiamobilein nokianesia nokianchetan shot nokia 8 1 pic twitter com vfxqgnz0tm,0.0,0.0,neutral
49610,Didn’t know Noel used a Nokia 3210,137,4,1,2019,didn t know noel used nokia 3210,0.0,0.0,neutral
49685,Update tracker for Nokia smartphones upadted (17th June 2019) https://nokiamob.net/2019/06/17/update-tracker-for-nokia-smartphones-upadted-17th-june-2019/ …pic.twitter.com/v72axp50jt,39,4,1,2019,update tracker nokia smartphones upadted 17th june 2019 nokiamob net 2019 06 17 update tracker nokia smartphones upadted 17th june 2019 pic twitter com v72axp50jt,0.0,0.0,neutral
49778,Some of you boys defo just buy Nokia’s for the sake of it ,50,1,1,2019,some you boy defo just buy nokia sake,0.0,0.0,neutral
49843,NOKIA QUALITY BUT DGSJHDDH pic.twitter.com/E4qRK6guYM,22,1,0,2019,nokia quality but dgsjhddh pic twitter com e4qrk6guym,0.0,0.0,neutral
49862,The global rollout continues: @Nokia and @ZTEpress will launch #5G trials this year in Malaysia! #5GisHere https://www.rcrwireless.com/20190528/5g/zte-nokia-announce-5g-trials-malaysia …,33,13,1,2019,global rollout continues nokia ztepress will launch 5g trial this year malaysia 5gishere rcrwireless com 20190528 5g zte nokia announce 5g trial malaysia,0.0,0.0,neutral
49908,"Unedited  Shot on Nokia 7 Plus 
@NokiaMobile
#ShotOnNokia #Nokia #Nokia7Plus #Norwaypic.twitter.com/NVONsKbvMo",99,3,8,2019,unedited shot nokia 7 plus nokiamobile shotonnokia nokia nokia7plus norwaypic twitter com nvonskbvmo,0.0,0.0,neutral
50007,Softbank chooses Nokia for 5G http://www.youtube.com/watch?v=2uLz3wzz-cQ …https://nokiamob.net/2019/05/30/softbank-chooses-nokia-for-5g/ …,24,2,0,2019,softbank chooses nokia 5g youtube com watch v 2ulz3wzz cq nokiamob net 2019 05 30 softbank chooses nokia 5g,0.0,0.0,neutral
50096,Night mode is baked ,43,2,8,2019,night mode baked,0.0,0.0,neutral
50544,"Shot on Nokia 7.2.

#shotonnokia #nokiaindia @NokiaMobile @NokiamobileIN @nokia pic.twitter.com/7TIm5am2lI",60,1,5,2020,shot nokia 7 2 shotonnokia nokiaindia nokiamobile nokiamobilein nokia pic twitter com 7tim5am2li,0.0,0.0,neutral
50606,I'll just tape a ton of Nokia phones to my body so I'm invincible.,1245,56,7,2020,ll just tape ton nokia phone my body so m invincible,0.0,0.0,neutral
50636,"Nokia.

Connecting people. https://twitter.com/archillect/status/1213835403628883970 …",132,35,0,2020,nokia connecting people twitter com archillect status 1213835403628883970,0.0,0.0,neutral
50649,We don’t want nokia garbinaj pic.twitter.com/qaXd8zsB2X,22,0,3,2020,we don t want nokia garbinaj pic twitter com qaxd8zsb2x,0.0,0.0,neutral
50723,"Shot by Me
#processed #photography #shot #trend #picoftheday
@0prayash0 @NokiamobBlog @NokiaMobile @nokia @NokiamobileINpic.twitter.com/8iq0YSdBRj",26,0,3,2020,shot by me processed photography shot trend picoftheday 0prayash0 nokiamobblog nokiamobile nokia nokiamobileinpic twitter com 8iq0ysdbrj,0.0,0.0,neutral
50739,Shot on Nokia 6.1 plus without filter @nokianetworks @NokiaOzo @nokia @NokiaMobile @NokiamobileIN #shotonnokiapic.twitter.com/CLn2BNavYr,42,0,2,2020,shot nokia 6 1 plus without filter nokianetworks nokiaozo nokia nokiamobile nokiamobilein shotonnokiapic twitter com cln2bnavyr,0.0,0.0,neutral
50802,Can’t believe after Nokia we resorted to Blackberry phones. What were we thinking of rocking a business phone with having no business at all?  pic.twitter.com/9YvnwFMQtH,1035,891,10,2020,can t believe after nokia we resorted blackberry phone what were we thinking rocking business phone with having no business at all pic twitter com 9yvnwfmqth,0.0,0.0,neutral
50817,One of the oldest monument of India  #Nokia 8.1 @NokiaMobile @NokiamobileIN @Nokiapoweruser @sarvikas @ZEISSLensespic.twitter.com/h4fBDm6XSM,25,0,1,2020,one oldest monument india nokia 8 1 nokiamobile nokiamobilein nokiapoweruser sarvikas zeisslensespic twitter com h4fbdm6xsm,0.0,0.0,neutral
50826,Download Google Recorder with Auto-transcription feature for your Nokia phone https://nokiamob.net/2020/01/05/download-google-recorder-with-auto-transcription-feature-for-your-nokia-phone/ …,73,8,1,2020,download google recorder with auto transcription feature your nokia phone nokiamob net 2020 01 05 download google recorder with auto transcription feature your nokia phone,0.0,0.0,neutral
50837,Unboxing of a red Nokia 2720 Flip (Nokibar) http://www.youtube.com/watch?v=xh_456JRtbM …https://nokiamob.net/2020/01/05/unboxing-of-a-red-nokia-2720-flip-nokibar/ …,46,4,0,2020,unboxing red nokia 2720 flip nokibar youtube com watch v xh_456jrtbm nokiamob net 2020 01 05 unboxing red nokia 2720 flip nokibar,0.0,0.0,neutral
50842,"Actually, we as Europeans simply should use technology made by european companies working under EU rules like Nokia and Ericsson, our ""european champions"" that are selling their tech also to Chinese operators (https://www.rcrwireless.com/20191111/5g/ericsson-nokia-5g-deals-china …). IMHO, that's the way to follow.",25,2,1,2020,actually we a european simply should use technology made by european company working under eu rule like nokia ericsson our european champion that are selling their tech also chinese operator rcrwireless com 20191111 5g ericsson nokia 5g deal china imho that way follow,0.0,0.07142857142857142,neutral
50881,Camera review today : Nokia quality,857,310,11,2020,camera review today nokia quality,0.0,0.0,neutral
50943,EMERY SHADING PRINCESS NOKIA OMG pic.twitter.com/0pLva6pn7P,112,2,12,2020,emery shading princess nokia omg pic twitter com 0plva6pn7p,0.0,0.0,neutral
50949,I used to actually programme notes into Nokia's. My phone hasn't left silent in  5 years,136,2,4,2020,used actually programme note into nokia my phone hasn t left silent 5 year,0.0,0.06666666666666667,neutral
50961,Mine is Nokia flip phone quality https://twitter.com/aethosnia/status/1213246345160593409 …,40,2,0,2020,mine nokia flip phone quality twitter com aethosnia status 1213246345160593409,0.0,0.0,neutral
51001,Or a Nokia?,84,0,2,2019,or nokia,0.0,0.0,neutral
51063,That's literally what used to happen when one of those fat Nokia's vibrated in your pocket https://twitter.com/shrimpsan/status/1200478362637979648 …,29,0,0,2019,that literally what used happen when one those fat nokia vibrated your pocket twitter com shrimpsan status 1200478362637979648,0.0,0.0,neutral
51097,Nokia worked on its camera  pic.twitter.com/nWkzNclHrH,30,7,6,2019,nokia worked it camera pic twitter com nwkznclhrh,0.0,0.0,neutral
51215,"Nokia 7.2 Charging Speed with the Default Charger:
It takes ~2 hours and 4 minutes to get fully charged from 0% pic.twitter.com/V15ZnowZIe",41,8,12,2019,nokia 7 2 charging speed with default charger take 2 hour 4 minute get fully charged from 0 pic twitter com v15znowzie,0.0,0.0,neutral
51283,"Time to listen to #hacker s’ voice at #5gcyberhack On stage Matt Summers, @BuuriMa Laura Kankaala Frank Kleinewoordemann hosted by Sauli Pahlman @CERTFI in partnership with @ericsson_fi @nokia @6Gflagship @UltrahackHQ @UniOulu #cybersecuritypic.twitter.com/Tzx66jy71A",24,17,1,2019,time listen hacker voice at 5gcyberhack stage matt summer buurima laura kankaala frank kleinewoordemann hosted by sauli pahlman certfi partnership with ericsson_fi nokia 6gflagship ultrahackhq unioulu cybersecuritypic twitter com tzx66jy71a,0.0,0.0,neutral
51290,Just wanna vibe with someone to Nokia's ringtone,33,5,2,2019,just wanna vibe with someone nokia ringtone,0.0,0.0,neutral
51329,"Nokia 9 Pureview.
All Camera f/1.8
The Camera 240 Megapixel.
@NokiaMobile #nokia9pureviewpic.twitter.com/tbAiqStSCn",30,1,0,2019,nokia 9 pureview all camera f 1 8 camera 240 megapixel nokiamobile nokia9pureviewpic twitter com tbaiqstscn,0.0,0.0,neutral
51596,Nokia 2.3 (TA-1206) passes certification in Egypt before the official launch https://nokiapoweruser.com/nokia-2-3-ta-1206-passes-certification-in-egypt-before-the-official-launch/ …pic.twitter.com/uNkzIzydVv,58,2,1,2019,nokia 2 3 ta 1206 pass certification egypt before official launch nokiapoweruser com nokia 2 3 ta 1206 pass certification egypt before official launch pic twitter com unkzizydvv,0.0,0.0,neutral
51808,Iphone vs Nokia 3310 pic.twitter.com/qoy58zH7rh,42,2,7,2019,iphone v nokia 3310 pic twitter com qoy58zh7rh,0.0,0.0,neutral
51841,"#MuseAfrica @shattawalegh praises #MuseBOQ19 nominee @kwekusmoke_  

Details here  https://bit.ly/2kClcAF 

Post Powered by @nokia #NokiaIsBackOnAndroidpic.twitter.com/8SKKrNEyAe",66,15,0,2019,museafrica shattawalegh praise museboq19 nominee kwekusmoke_ detail here bit 2kclcaf post powered by nokia nokiaisbackonandroidpic twitter com 8skkrneyae,0.0,0.0,neutral
51844,i remember when princess nokia accused Ariana of copying one of her songs and then everyone called Nokia out for copying from Kali Uchis ,25,1,0,2019,remember when princess nokia accused ariana copying one her song then everyone called nokia out copying from kali uchis,0.0,0.0,neutral
51867,Why can't Nokia and Motorola beat Apple?,27,0,1,2019,why can t nokia motorola beat apple,0.0,0.0,neutral
51891,"Um ano
A$AP Rocky, Vince Staples, Joey Badass, French Montana (  ), Travis Scott, Anderson Paak, Princess Nokia, Desiigner, Marshmello, Lil Pump, Jason Derulo, Comethazine, M Huncho, Unknown T, Young Thug, Brockhampton, Migos, Recayd, 6lack, Post Malone e outros...
DRENA",102,26,2,2019,um ano ap rocky vince staple joey badass french montana travis scott anderson paak princess nokia desiigner marshmello lil pump jason derulo comethazine m huncho unknown t young thug brockhampton migos recayd 6lack post malone outros drena,0.0,0.3333333333333333,neutral
51965,"#MuseAfrica What song by @Tulenkey do you think is underrated 

Visuals for 'Yard' by @Tulenkey showing now on Muse Africa on Kwese TV. 

Post Powered by @Nokia #NokiaIsBackOnAndroidpic.twitter.com/pEJSoZcZou",20,2,0,2019,museafrica what song by tulenkey do you underrated visuals yard by tulenkey showing now muse africa kwese tv post powered by nokia nokiaisbackonandroidpic twitter com pejsozczou,0.0,0.0,neutral
51970,"#MuseAfrica Name the artiste that were featured on @fameye_music's Notin I Get Remix 

Tune in to Muse Africa on Kwese TV now and watch the visuals for 'Notin I Get Remix' 

Post Powered by @nokia #NokiaIsBackOnAndroidpic.twitter.com/8od6WPZKCt",50,4,0,2019,museafrica name artiste that were featured fameye_music notin get remix tune muse africa kwese tv now watch visuals notin get remix post powered by nokia nokiaisbackonandroidpic twitter com 8od6wpzkct,0.0,0.0,neutral
52009,"Apple launched IPhone 11 pro. 

One Plus launched OnePlus 7T.

Nokia launched Nokia Asha 501 Max Pro.",93,8,6,2019,apple launched iphone 11 pro one plus launched oneplus 7t nokia launched nokia asha 501 max pro,0.0,0.0,neutral
